"sa_homepage_open","""Savings Account homepage access event. Triggered when: 1) Savings account main page opens, 2) User navigates to SA dashboard, 3) SA feature access. Properties: source (navigation origin). Purpose: Track SA feature adoption, measure homepage engagement, analyze user SA journey. Screens: Banking SA homepage. Scenarios: Direct SA navigation, dashboard access, account overview viewing."""
"balance_rotation_completed","""Balance rotation animation completion event. Triggered when: 1) Balance display rotation finishes, 2) Amount visibility toggle completes, 3) Balance animation cycles. Properties: rotation_duration (animation time). Purpose: Track UI animation performance, measure user interaction with balance display, analyze animation effectiveness. Screens: Balance display components. Scenarios: Balance reveal animations, privacy toggle interactions, UI animation completion."""
"sa_details_page_open","""Savings Account details page access event. Triggered when: 1) SA details screen opens, 2) Account information viewing, 3) Detailed SA data access. Properties: account_id, source. Purpose: Track detailed account engagement, measure information access patterns, analyze SA details usage. Screens: SA details screens. Scenarios: Account detail viewing, transaction detail access, comprehensive account information."""
"perf_deposit_creation_time","""Deposit creation performance tracking event. Triggered when: 1) Deposit process completes, 2) Performance measurement during deposit, 3) Deposit timing analysis. Properties: time_taken (creation duration), transaction_status. Purpose: Track deposit performance, measure system efficiency, analyze deposit processing speed. Screens: Deposit creation flows. Scenarios: Performance monitoring, deposit optimization, system performance analysis."""
"api_failure","""Banking API failure tracking event. Triggered when: 1) Banking APIs encounter errors, 2) Network requests fail, 3) Service unavailability. Properties: endpoint, error_message, error_code. Purpose: Track banking system reliability, measure API health, analyze service failures. Screens: All banking API integrations. Scenarios: API timeouts, server errors, network connectivity issues."""
"txn_api_response","""Payment Gateway API response tracking event. Triggered when: 1) Payment API calls complete, 2) Transaction processing responses, 3) Gateway communication results. Properties: path (API endpoint), failure_reason (error details), status (success/failure). Purpose: Track payment system reliability, measure transaction success rates, analyze payment API performance. Screens: Payment gateway integrations. Scenarios: Payment processing, transaction status updates, gateway API monitoring."""
"manage_beneficiary_page_opened","""Beneficiary management page access event. Triggered when: 1) Manage beneficiary screen opens, 2) User accesses beneficiary management, 3) Beneficiary module entry. Properties: none. Purpose: Track beneficiary management feature usage, measure user engagement with beneficiary features, analyze management tool adoption. Screens: BeneficiaryManagementFragment. Scenarios: Beneficiary management access, payment setup flows, recipient management."""
"manage_beneficiary_tile_clicked","""Beneficiary tile selection event. Triggered when: 1) User clicks on beneficiary tiles, 2) Beneficiary selection actions, 3) Recipient item interaction. Properties: tile_number_clicked (index), tile_type (beneficiary type). Purpose: Track beneficiary selection patterns, measure user preferences in recipient management, analyze beneficiary interaction. Screens: Beneficiary list interface. Scenarios: Beneficiary selection, recipient management, payment setup flows."""
"manage_beneficiary_details_bottomsheet_opened","""Beneficiary details bottom sheet display event. Triggered when: 1) Beneficiary details sheet opens, 2) Detailed beneficiary information view, 3) Recipient information access. Properties: tile_type, account details from beneficiary data. Purpose: Track detailed beneficiary engagement, measure information access patterns, analyze beneficiary detail usage. Screens: Beneficiary details bottom sheet. Scenarios: Beneficiary information viewing, recipient detail access, management detail flows."""
"manage_beneficiary_limit_change_bottomsheet_opened","""Beneficiary limit modification bottom sheet event. Triggered when: 1) Limit change interface opens, 2) Transaction limit modification, 3) Beneficiary settings adjustment. Properties: type (txn_amount/txn_count). Purpose: Track limit modification usage, measure beneficiary management engagement, analyze limit change patterns. Screens: Limit change bottom sheet. Scenarios: Transaction limit updates, beneficiary settings modification, limit management flows."""
"manage_beneficiary_limit_change_bottomsheet_continue_clicked","""Beneficiary limit change confirmation event. Triggered when: 1) Limit change continue button clicked, 2) Limit modification confirmation, 3) Beneficiary setting updates. Properties: type (txn_amount/txn_count), day_txn_amount_limit or day_txn_count_limit (new limit values). Purpose: Track limit change completions, measure beneficiary management success, analyze limit modification patterns. Screens: Limit change confirmation. Scenarios: Limit updates, beneficiary management completion, transaction limit modifications."""
"manage_beneficiary_bottomsheet_remove_clicked","""Beneficiary removal action event. Triggered when: 1) Remove beneficiary button clicked, 2) Beneficiary deletion action, 3) Recipient removal confirmation. Properties: none. Purpose: Track beneficiary removal patterns, measure recipient management actions, analyze beneficiary lifecycle. Screens: Beneficiary management bottom sheet. Scenarios: Beneficiary removal, recipient cleanup, management actions."""
"toast_message","""General toast message display event. Triggered when: 1) Toast notifications appear, 2) System messages display, 3) User feedback notifications. Properties: message_displayed (content), screen (current screen context). Purpose: Track user feedback patterns, measure notification effectiveness, analyze system communication. Screens: Various screens with toast notifications. Scenarios: Success messages, error notifications, system feedback."""
"screen_open","""Platform screen access tracking event. Triggered when: 1) Platform screens open, 2) Navigation to new screens, 3) Screen loading completion. Properties: screen (screen type), module (platform module), is_bottom_sheet (boolean), flow/flow_type, product. Purpose: Track screen navigation patterns, measure user journey flows, analyze platform engagement. Screens: All platform screens. Scenarios: Screen navigation, user journey tracking, platform usage analysis."""
"input_action","""User input interaction tracking event. Triggered when: 1) Users interact with input fields, 2) Text input changes occur, 3) Form field modifications. Properties: mode (start/finish/delete/restart), input_name (field identifier), system_prompt (validation messages). Purpose: Track input interaction patterns, measure form engagement, analyze user input behavior. Screens: Form input screens. Scenarios: Text input, form completion, input validation flows."""
"screen_open_exit_bottomsheet","""Exit confirmation bottom sheet display event. Triggered when: 1) Exit confirmation sheet opens, 2) User attempts to leave flow, 3) Exit prevention mechanism activation. Properties: bottom_sheet_type, cta_count, is_bottom_sheet (true). Purpose: Track exit attempt patterns, measure flow retention, analyze user exit behavior. Screens: Exit confirmation bottom sheets. Scenarios: Flow exit attempts, retention mechanisms, user journey interruptions."""
"toast_message_nominee","""Nominee-specific toast notification event. Triggered when: 1) Nominee-related toast messages appear, 2) Nominee operation feedback, 3) Banking nominee notifications. Properties: response_time (operation duration), nominee operation context. Purpose: Track nominee operation feedback, measure nominee feature engagement, analyze nominee management success. Screens: Nominee management interfaces. Scenarios: Nominee updates, guardian management, nominee operation completion."""
"bottomsheet_view_card_settings","""Card settings bottom sheet display event. Triggered when: 1) Card settings bottom sheets open, 2) Card management interfaces display, 3) Settings modification screens. Properties: flow (card context), category (settings type). Purpose: Track card settings engagement, measure settings modification patterns, analyze card management usage. Screens: Card settings bottom sheets. Scenarios: Card settings access, limit modifications, card management flows."""
"afa_initiated","""Additional Factor Authentication initiation event. Triggered when: 1) MPIN verification screens open, 2) Authentication flow begins, 3) Security verification starts. Properties: flow (screen context). Purpose: Track authentication initiation patterns, measure security flow engagement, analyze authentication requirements. Screens: MPIN authentication screens. Scenarios: Security verification, authentication flows, secure operation initiation."""
"afa_confirmed","""Additional Factor Authentication completion event. Triggered when: 1) MPIN verification succeeds, 2) Authentication confirmation, 3) Security verification completion. Properties: flow (screen context). Purpose: Track authentication success rates, measure security completion patterns, analyze authentication effectiveness. Screens: MPIN confirmation screens. Scenarios: Successful authentication, security completion, verified operation proceeds."""
"card_settings_spend_limits_screen","""Card spend limits screen access event. Triggered when: 1) Spend limits settings screen opens, 2) Card limit management access, 3) Spending controls interface. Properties: card_type, individual limit states (limit name to status mapping). Purpose: Track spend limit management usage, measure limit modification patterns, analyze spending control engagement. Screens: Card limits settings. Scenarios: Limit management access, spending control modifications, card security settings."""
"card_settings_enable_clicked","""Card settings enable action event. Triggered when: 1) Enable buttons clicked in settings, 2) Card feature activation, 3) Settings toggle actions. Properties: card_type, option (setting type). Purpose: Track card feature activation patterns, measure settings modification success, analyze card customization behavior. Screens: Card settings interfaces. Scenarios: Feature enablement, settings activation, card customization."""
"card_setting_bottom_sheet","""Card settings bottom sheet access event. Triggered when: 1) Card settings bottom sheets open, 2) Settings modification interfaces, 3) Card management panels. Properties: card_type, option (screen name). Purpose: Track card settings access patterns, measure settings engagement, analyze card management flows. Screens: Card settings bottom sheets. Scenarios: Settings access, card management, configuration modifications."""
"card_setting_bottomsheet_cta","""Card settings bottom sheet action event. Triggered when: 1) CTA buttons clicked in settings, 2) Settings modification actions, 3) Card management confirmations. Properties: card_type, option (screen), action (CTA text), option_selected, settings_option. Purpose: Track settings modification completion, measure card management success, analyze settings change patterns. Screens: Card settings action panels. Scenarios: Settings confirmations, card management actions, configuration updates."""
"card_settings_home","""Card settings home screen access event. Triggered when: 1) Card settings main screen opens, 2) Card management dashboard access, 3) Settings overview display. Properties: card_type, card_state (current status). Purpose: Track card settings usage, measure card management engagement, analyze settings access patterns. Screens: Card settings home. Scenarios: Settings dashboard access, card management overview, configuration entry point."""
"card_number_copy_clicked","""Card number copy action event. Triggered when: 1) Copy card number button clicked, 2) Card information copying, 3) Card details extraction. Properties: card_type. Purpose: Track card information usage, measure copy feature engagement, analyze card detail access patterns. Screens: Card details screens. Scenarios: Card number copying, information sharing, card detail usage."""
"show_cvv_cta_clicked","""Card CVV visibility toggle event. Triggered when: 1) Show/hide CVV buttons clicked, 2) Card security information toggle, 3) CVV display control. Properties: card_type, action (hide/un_hide). Purpose: Track CVV access patterns, measure security information usage, analyze card detail visibility preferences. Screens: Card details interfaces. Scenarios: CVV reveal, security information access, card detail viewing."""
"card_settings_home_cta","""Card settings home action event. Triggered when: 1) Action buttons clicked on settings home, 2) Settings navigation actions, 3) Card management selections. Properties: card_type, option (action type). Purpose: Track settings navigation patterns, measure card management engagement, analyze settings selection behavior. Screens: Card settings home interface. Scenarios: Settings navigation, management action selection, card configuration access."""
"card_pin_setup_page_opened","""Card PIN setup screen access event. Triggered when: 1) PIN setup screen opens, 2) Card security configuration, 3) PIN management interface. Properties: flow (setup context). Purpose: Track PIN setup engagement, measure card security configuration, analyze PIN management usage. Screens: Card PIN setup interface. Scenarios: PIN creation, security setup, card activation flows."""
"card_pin_setup_continue_clicked","""Card PIN setup progression event. Triggered when: 1) Continue button clicked in PIN setup, 2) PIN configuration progression, 3) Setup flow advancement. Properties: flow, card settings data. Purpose: Track PIN setup completion patterns, measure setup success rates, analyze PIN configuration flows. Screens: PIN setup progression. Scenarios: PIN setup advancement, security configuration progress, setup completion flows."""
"card_settings_bs_continue_clicked","""Card settings bottom sheet continuation event. Triggered when: 1) Continue buttons clicked in settings sheets, 2) Settings modification progression, 3) Configuration confirmations. Properties: flow, settings configuration data. Purpose: Track settings modification progress, measure configuration completion, analyze settings change flows. Screens: Settings bottom sheet continuations. Scenarios: Settings progression, configuration advancement, modification confirmations."""
"confirm_clicked","""General confirmation action event. Triggered when: 1) Confirm buttons clicked, 2) Action confirmations, 3) Operation approvals. Properties: flow (SavingsAccount), action (operation type). Purpose: Track confirmation patterns, measure user decision completion, analyze approval behavior. Screens: Confirmation interfaces. Scenarios: Operation confirmations, action approvals, decision completions."""
"physical_card_booking_screen_open","""Physical card booking screen access event. Triggered when: 1) Card booking screen opens, 2) Physical card ordering interface, 3) Card delivery setup. Properties: flow (card context), card_type. Purpose: Track physical card ordering engagement, measure card booking usage, analyze delivery setup patterns. Screens: Card booking interface. Scenarios: Physical card orders, delivery setup, card booking flows."""
"physical_card_booking_screen_action","""Physical card booking action event. Triggered when: 1) Action buttons clicked in booking, 2) Card ordering actions, 3) Booking flow interactions. Properties: flow, card_type, action (edit_address/order). Purpose: Track card booking actions, measure ordering progression, analyze booking completion patterns. Screens: Card booking actions. Scenarios: Address editing, order placement, booking confirmations."""
"card_shipping_address_opened","""Card shipping address screen access event. Triggered when: 1) Shipping address screen opens, 2) Delivery address configuration, 3) Address management interface. Properties: flow, card_type. Purpose: Track address configuration engagement, measure delivery setup usage, analyze address management patterns. Screens: Shipping address interface. Scenarios: Address configuration, delivery setup, shipping information entry."""
"card_shipping_address_continue_clicked","""Card shipping address continuation event. Triggered when: 1) Continue button clicked in address screen, 2) Address confirmation, 3) Shipping setup progression. Properties: flow, card_type. Purpose: Track address setup completion, measure shipping configuration success, analyze delivery setup patterns. Screens: Address confirmation interface. Scenarios: Address confirmations, shipping setup completion, delivery configuration."""
"physical_card_booking_loading_screen_open","""Physical card booking loading display event. Triggered when: 1) Loading screens appear during booking, 2) Processing states in card ordering, 3) Booking operation progress. Properties: flow, card_type. Purpose: Track booking processing patterns, measure operation wait times, analyze booking performance. Screens: Card booking loading states. Scenarios: Order processing, booking operations, loading state displays."""
"app_open","When app transitions from background to foreground or starts fresh. Triggered from BuddyApplication.onResume() lifecycle method when app enters foreground state. Implementation: BuddyApplication.trackAppOpenEvent() -> analyticsLogger.logEvent() using SliceAppEvent.UseCase.APP_OPEN with EventType.Custom(SliceEventTypes.TRACK). Properties: from ('fresh' for cold start/first launch, 'background' for returning from background), time_duration (milliseconds spent in background - only present for background returns, calculated using SystemClock.elapsedRealtime()). Event Type: TRACK. Critical for measuring app usage patterns, session tracking, and user engagement metrics. Fresh opens occur on first launch or after app process death, background opens track user return patterns."
"app_closed","Tracks when app goes to background or gets completely terminated. Fired from SliceActivityLifecycleCallbacks in two scenarios: 1) App termination/kill - triggered in onActivityDestroyed() when aliveActivities == 0 (last activity destroyed), 2) App backgrounding - triggered in onActivityStopped() when foregroundActivities == 0 (all activities stopped). Implementation: SliceActivityLifecycleCallbacks -> EventUtil.trackAppClosedEvent() -> analyticsLogger.logEvent() using EventConstants.Name.APP_CLOSED with EventType.Custom(SliceEventTypes.SCREEN). Properties: closing_option ('app_closed' for complete termination/kill, 'background' for app going to background). Event Type: SCREEN. For app termination, additional actions include calling onAppClosed(), clearing session token, and saving SessionTerminationReason.APP_KILL. Critical for measuring app usage patterns, session lifecycle tracking, user engagement metrics, and distinguishing between temporary app backgrounding versus complete app closure."
